Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17,4047857,4,4,240.0,752.0,60.0,60.0,60.0,0.0,188.0,188.0,188.0,0.0,245.06794582911405,1.976354401847694,578265.2857142857,715975.6742889883,1927298.0,49886.0,3997971.0,1332657.0,589262.4521034749,2012452.0,967475.0,3972455.0,1324151.6666666667,565992.1215408687,1977184.0,975082.0,0,32,32,0.988177200923847,0.988177200923847,60.0,188.0,116.88888888888889,67.46192341692542,4551.11111111111,0,0,0,0,0,0,0,1.0,131.5,60.0,188.0,744,6,359,4,240,4,752,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,168860,1,1,37.0,314.0,37.0,37.0,37.0,0.0,314.0,314.0,314.0,0.0,2078.645031386948,11.84413123297406,168860.0,0.0,168860.0,168860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,5.92206561648703,5.92206561648703,37.0,314.0,129.33333333333331,159.92602456552632,25576.33333333333,0,0,0,0,0,0,0,1.0,194.0,37.0,314.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,27238,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,3524.4878478596083,73.42683016374184,27238.0,0.0,27238.0,27238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,36.71341508187092,36.71341508187092,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,7664,1,1,57.0,105.0,57.0,57.0,57.0,0.0,105.0,105.0,105.0,0.0,21137.78705636744,260.9603340292276,7664.0,0.0,7664.0,7664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,130.48016701461378,130.48016701461378,57.0,105.0,73.0,27.712812921102035,768.0,0,0,0,0,0,0,0,1.0,109.5,57.0,105.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,167817,1,1,33.0,49.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,488.6274930430171,11.917743732756517,167817.0,0.0,167817.0,167817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,5.958871866378257,5.958871866378257,33.0,49.0,38.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,57.5,33.0,49.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,124504,1,1,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,642.5496369594551,16.063740923986376,124504.0,0.0,124504.0,124504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,8.031870461993188,8.031870461993188,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,56.0,32.0,48.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,158473,1,1,48.0,12.0,48.0,48.0,48.0,0.0,12.0,12.0,12.0,0.0,378.6133915556593,12.620446385188645,158473.0,0.0,158473.0,158473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,6.3102231925943215,6.3102231925943215,12.0,48.0,36.0,20.784609690826528,432.0,0,0,0,0,0,0,0,1.0,54.0,48.0,12.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
17,114999131,24,0,4128.0,0.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,35.89592342223873,0.2086972291990623,4999962.217391304,85955.98183317517,5199063.0,4718948.0,114999131.0,4999962.217391304,85955.98183317517,5199063.0,4718948.0,0.0,0.0,0.0,0.0,0.0,0,192,0,0.2086972291990623,0.0,172.0,172.0,172.0,0.0,0.0,0,0,0,0,0,0,0,0.0,179.16666666666666,172.0,0.0,0,0,0,1,179,0,0,0,0,23,8,6808564.75,3659624.6753651337,14882247.0,4949361.0,5048241.0,62994.52731468019,5199063.0,5002549.0,Mirai
17,116268652,20747,0,10622464.0,0.0,512.0,512.0,512.0,0.0,0.0,0.0,0.0,0.0,91361.37572146274,178.44018695598191,5604.388894244691,272429.85066290246,30587812.0,0.0,116268652.0,5604.388894244691,272429.85066290246,30587812.0,0.0,0.0,0.0,0.0,0.0,0.0,0,165976,0,178.44018695598191,0.0,512.0,512.0,512.0,0.0,0.0,0,0,0,0,0,0,0,0.0,512.0246782667374,512.0,0.0,663904,1296,267563,1383,708164,0,0,0,0,20746,8,22264435.0,14544424.227897163,32548896.0,11979974.0,26929260.0,5173973.857047211,30587812.0,23270708.0,Mirai
17,108269821,18,0,5580.0,0.0,315.0,306.0,310.0,3.850133687518485,0.0,0.0,0.0,0.0,51.53790731768181,0.1662513139280058,6368813.000000001,17879598.152594414,57231380.0,49452.0,108269821.0,6368813.000000001,17879598.152594414,57231380.0,49452.0,0.0,0.0,0.0,0.0,0.0,0,144,0,0.1662513139280058,0.0,306.0,315.0,309.7894736842105,3.852545296704231,14.842105263157888,0,0,0,0,0,0,0,0.0,327.0,310.0,0.0,1860,6,7443,9,2790,0,0,0,0,17,8,250230.0,35.35533905932738,250255.0,250205.0,53760085.0,4909152.467997913,57231380.0,50288790.0,Mirai
