flow_duration_s,srcport.std,dstport.std,frame.len.min,frame.len.max,frame.len.std,frame.len.mean,frame.len.rate,ip.flags.rb,ip.flags.df,ip.flags.mf,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,int.std,int.min,int.max,int.mean,count,ip.ttl.std,ip.ttl.min,ip.ttl.max,ip.ttl.mean,ip.checksum.status.std,ip.checksum.status.min,ip.checksum.status.max,ip.checksum.status.mean,l4.checksum.status.std,l4.checksum.status.min,l4.checksum.status.max,l4.checksum.status.mean,tcp.seq_raw.std,tcp.seq_raw.min,tcp.seq_raw.max,tcp.seq_raw.mean,tcp.ack_raw.std,tcp.ack_raw.min,tcp.ack_raw.max,tcp.ack_raw.mean,tcp.window_size_value.std,tcp.window_size_value.min,tcp.window_size_value.max,tcp.window_size_value.mean,duration,prate,payload.std,payload.min,payload.max,payload.mean,proto,category
0.008390188217163,24472.258590085225,24472.258590085225,70,86,11.31370849898476,78.0,18593.146656815665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059327589837874,0.0,0.008390188217163,0.0041950941085815,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.008390188217163,238.3736750873803,11.31370849898476,36,52,44.0,UDP,BenignTraffic
0.1735351085662841,41037.64915294248,41037.64915294248,77,93,11.31370849898476,85.0,979.6288566879024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1227078520411632,0.0,0.1735351085662841,0.086767554283142,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1735351085662841,11.525045372798852,11.31370849898476,43,59,51.0,UDP,BenignTraffic
0.0390269756317138,40544.79572645545,40544.79572645545,70,86,11.31370849898476,78.0,3997.235180920148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027596239118387,0.0,0.0390269756317138,0.0195134878158569,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0390269756317138,51.24660488359165,11.31370849898476,36,52,44.0,UDP,BenignTraffic
0.4014210700988769,29264.77155975157,29264.77155975157,66,317,78.64858549268385,93.4,2326.733870172633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.063581499372051,0.0,0.1460750102996826,0.0401421070098877,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1323458553.4288073,516210361,3027296518,1771753487.5,1350314845.9875596,0,3027296518,1469023887.0,19955.96844611211,508,65160,9639.2,0.4014210700988769,24.91149753932156,79.15778897591541,0,251,25.8,TCP,BenignTraffic
0.1916708946228027,0.0,0.0,390,390,0.0,390.0,8138.95089846578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958322684043948,0.0,0.1916661262512207,0.0479177236557006,4,0.0,64.0,64.0,64.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1916708946228027,20.869104867860973,0.0,356,356,356.0,UDP,BenignTraffic
12.135554075241089,22233.93136198643,22233.93136198643,79,147,28.88400447108597,115.0,142.14431325548938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2902860478986462,0.0,2.8825039863586426,0.8090369383494059,15,28.6625458281776,64.0,123.0,83.64093333333334,0.0975900072948534,2.0,2.2,2.066666666666667,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,12.135554075241089,1.2360375065694729,19.518001458970662,45,85,71.66666666666667,UDP,BenignTraffic
0.2049560546875,0.0,0.0,390,390,0.0,390.0,7611.387730792138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024738947684202,0.0,0.2049498558044433,0.051239013671875,4,0.0,64.0,64.0,64.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2049560546875,19.51637879690292,0.0,356,356,356.0,UDP,BenignTraffic
1839.521765947342,27837.99898520007,27837.99898520007,70,86,8.763560920082657,78.0,0.2544139507688744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.2965063484348,0.0,1672.1096150875092,306.58696099122363,6,35.05424368033063,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1839.521765947342,0.0032617173175496,8.763560920082657,36,52,44.0,UDP,BenignTraffic
0.0959398746490478,36983.80597639999,36983.80597639999,83,357,193.747258045114,220.0,4586.205700284045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067839735950529,0.0,0.0959398746490478,0.0479699373245239,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0959398746490478,20.84638954674566,193.747258045114,49,323,186.0,UDP,BenignTraffic
0.0059630870819091,31462.71622889543,31462.71622889543,77,93,11.31370849898476,85.0,28508.723361720844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042165393124238,0.0,0.0059630870819091,0.0029815435409545,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0059630870819091,335.39674543200994,11.31370849898476,43,59,51.0,UDP,BenignTraffic
