flow_duration_s,srcport.std,dstport.std,frame.len.min,frame.len.max,frame.len.std,frame.len.mean,frame.len.rate,ip.flags.rb,ip.flags.df,ip.flags.mf,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,int.std,int.min,int.max,int.mean,count,ip.ttl.std,ip.ttl.min,ip.ttl.max,ip.ttl.mean,ip.checksum.status.std,ip.checksum.status.min,ip.checksum.status.max,ip.checksum.status.mean,l4.checksum.status.std,l4.checksum.status.min,l4.checksum.status.max,l4.checksum.status.mean,tcp.seq_raw.std,tcp.seq_raw.min,tcp.seq_raw.max,tcp.seq_raw.mean,tcp.ack_raw.std,tcp.ack_raw.min,tcp.ack_raw.max,tcp.ack_raw.mean,tcp.window_size_value.std,tcp.window_size_value.min,tcp.window_size_value.max,tcp.window_size_value.mean,duration,prate,payload.std,payload.min,payload.max,payload.mean,proto,category
0.0110590457916259,33930.518895236484,33930.518895236484,79,95,11.31370849898476,87.0,15733.726333944163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078199262727112,0.0,0.0110590457916259,0.0055295228958129,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0110590457916259,180.84742912579492,11.31370849898476,45,61,53.0,UDP,Recon
0.351309061050415,28118.44590794053,28118.44590794053,66,317,78.64858549268385,93.4,2658.627697239968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0395683593380785,0.0,0.1002571582794189,0.0351309061050415,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,467498848.2577812,890289392,1777306245,1333797745.0,620935883.2649573,0,1777306246,1244768856.2,19955.96844611211,508,65160,9639.2,0.351309061050415,28.464964638543545,79.15778897591541,0,251,25.8,TCP,Recon
0.1212179660797119,30565.397723569706,30565.397723569706,78,94,11.31370849898476,86.0,1418.931578895609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857140458166051,0.0,0.1212179660797119,0.0606089830398559,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1212179660797119,16.499204405762896,11.31370849898476,44,60,52.0,UDP,Recon
180.01261496543884,10239.884374347204,10239.884374347204,70,110,23.09401076758504,90.0,1.9998598435399515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.98746985825801,0.0,179.98435807228088,45.00315374135971,4,98.726896031426,64.0,235.0,149.5,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,180.01261496543884,0.0222206649282216,23.09401076758504,36,76,56.0,UDP,Recon
0.3541009426116943,30834.31537174848,30834.31537174848,66,317,78.64858549268385,93.4,2637.6659522881323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0408199385746827,0.0,0.1037240028381347,0.0354100942611694,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,820099443.9332678,2426477630,3982507075,3204492279.0,1296480428.5066717,0,3982507076,2961844566.4,19955.96844611211,508,65160,9639.2,0.3541009426116943,28.24053482107208,79.15778897591541,0,251,25.8,TCP,Recon
0.3904469013214111,21127.70409386164,21127.70409386164,66,441,126.80347874653214,124.7,3193.776146717284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0590021263439493,0.0,0.1394639015197754,0.0390446901321411,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,565079186.0694019,2544206193,3616368870,3080287458.1,1093760388.249333,0,3616368870,2718650648.2,19955.96844611211,508,65160,9639.2,0.3904469013214111,25.611677199015908,127.55691540119128,0,375,57.1,TCP,Recon
0.2843959331512451,27260.94161575821,27260.94161575821,66,317,78.64858549268385,93.4,3284.1538542792305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0469393817960883,0.0,0.1156229972839355,0.0284395933151245,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1258637680.9349337,884604299,3272701546,2078652849.0,1377369225.488707,0,3272701547,1990192469.5,19955.96844611211,508,65160,9639.2,0.2843959331512451,35.16224683382474,79.15778897591541,0,251,25.8,TCP,Recon
0.1073989868164062,30768.33736977024,30768.33736977024,74,90,11.31370849898476,82.0,1527.0162676706684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759425518704454,0.0,0.1073989868164062,0.0536994934082031,2,41.01219330881976,64.0,122.0,93.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1073989868164062,18.62214960573986,11.31370849898476,40,56,48.0,UDP,Recon
0.0264530181884765,39071.89230124387,39071.89230124387,77,93,11.31370849898476,85.0,6426.487850602062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187051085439228,0.0,0.0264530181884765,0.0132265090942382,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0264530181884765,75.60573941884779,11.31370849898476,43,59,51.0,UDP,Recon
0.046166181564331,31138.154216330808,31138.154216330808,75,200,88.38834764831844,137.5,5956.74129160534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326444200456278,0.0,0.046166181564331,0.0230830907821655,2,45.254833995939045,64.0,128.0,96.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.046166181564331,43.32175484803884,88.38834764831844,41,166,103.5,UDP,Recon
