src_ip,dst_ip,src_port,dst_port,start_epoch,flow_duration_s,srcport.std,dstport.std,frame.len.min,frame.len.max,frame.len.std,frame.len.mean,frame.len.rate,ip.flags.rb,ip.flags.df,ip.flags.mf,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,int.std,int.min,int.max,int.mean,count,ip.ttl.std,ip.ttl.min,ip.ttl.max,ip.ttl.mean,ip.checksum.status.std,ip.checksum.status.min,ip.checksum.status.max,ip.checksum.status.mean,l4.checksum.status.std,l4.checksum.status.min,l4.checksum.status.max,l4.checksum.status.mean,tcp.seq_raw.std,tcp.seq_raw.min,tcp.seq_raw.max,tcp.seq_raw.mean,tcp.ack_raw.std,tcp.ack_raw.min,tcp.ack_raw.max,tcp.ack_raw.mean,tcp.window_size_value.std,tcp.window_size_value.min,tcp.window_size_value.max,tcp.window_size_value.mean,duration,prate,payload.std,payload.min,payload.max,payload.mean,proto,category
192.168.137.41,157.249.81.141,46012,443,1664817420.784446,0.3988950252532959,24016.97178270215,24016.97178270215,66,317,78.64858549268385,93.4,2341.468157961899,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0630290864224078,0.0,0.1463260650634765,0.0398895025253295,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1024288115.6407408,1262322196,3205772406,2234047227.5,1217003065.208044,0,3205772407,2107815058.3,19955.96844611211,508,65160,9639.2,0.3988950252532959,25.0692522265728,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47665,80,1664817422.078183,0.3956639766693115,25079.497076518724,25079.497076518724,66,441,126.80347874653214,124.7,3151.6642240145584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0627187932618743,0.0,0.1454150676727295,0.0395663976669311,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,108605110.69587591,503443805,709507783,606475810.6,220607116.75573972,0,709507784,556131469.5,19955.96844611211,508,65160,9639.2,0.3956639766693115,25.27397132329237,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46015,443,1664817422.357568,0.39752197265625,24018.55292153223,24018.55292153223,66,317,78.64858549268385,93.4,2349.5556579149397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0629866347248501,0.0,0.1460120677947998,0.039752197265625,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,776986277.5224662,522417716,1996645631,1259531721.5,821772638.0983629,0,1996645631,1059867209.7,19955.96844611211,508,65160,9639.2,0.39752197265625,25.155842161830183,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47668,80,1664817423.652085,0.3986468315124511,25081.078215348807,25081.078215348807,66,441,126.80347874653214,124.7,3128.082055158769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.063224362978527,0.0,0.1465239524841308,0.0398646831512451,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1207158433.645188,1071183000,3361605357,2216394195.1,1358153795.3684514,0,3361605358,2109275934.5,19955.96844611211,508,65160,9639.2,0.3986468315124511,25.08486010552341,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46018,443,1664817423.933463,0.3982968330383301,24020.134060362318,24020.134060362318,66,317,78.64858549268385,93.4,2344.984751385449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0628709275190763,0.0,0.1458849906921386,0.039829683303833,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,449351043.3629564,1434207833,2286791599,1860499764.0,712900189.0298368,0,2286791599,1631820655.4,19955.96844611211,508,65160,9639.2,0.3982968330383301,25.106903119758552,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47671,80,1664817425.22468,0.3978569507598877,25082.65935417889,25082.65935417889,66,441,126.80347874653214,124.7,3134.292357135623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0630823749044951,0.0,0.1462631225585937,0.0397856950759887,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,316360610.24451107,2828397574,3428649897,3128523752.1,1043411000.4008538,0,3428649898,2845684034.1,19955.96844611211,508,65160,9639.2,0.3978569507598877,25.134662045995373,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46021,443,1664817425.505495,0.398360013961792,24021.7151991924,24021.7151991924,66,317,78.64858549268385,93.4,2344.61283076866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0631338047093677,0.0,0.1464228630065918,0.0398360013961791,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,525868194.6073895,947171084,1944935985,1446053461.0,686481407.1284354,0,1944935986,1351336403.0,19955.96844611211,508,65160,9639.2,0.398360013961792,25.10292110030685,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47674,80,1664817426.798244,0.3968939781188965,25084.240493008976,25084.240493008976,66,441,126.80347874653214,124.7,3141.897002091676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0629478563153674,0.0,0.1458489894866943,0.0396893978118896,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,107863321.31110927,150455142,355111710,252783352.6,127160621.96338204,0,355111710,217272258.7,19955.96844611211,508,65160,9639.2,0.3968939781188965,25.195645566092026,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46024,443,1664817427.078456,0.4289171695709228,24023.296338022483,24023.296338022483,66,317,78.64858549268385,93.4,2177.57661912753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0682152060535214,0.0,0.1553220748901367,0.0428917169570922,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1727623261.1747038,895041595,4172976416,2534008932.0,1841407020.167261,0,4172976417,2444504822.9,19955.96844611211,508,65160,9639.2,0.4289171695709228,23.314524830059216,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47677,80,1664817428.367835,0.4796540737152099,25085.82163183906,25085.82163183906,66,441,126.80347874653214,124.7,2599.790282903746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.076353984721364,0.0,0.176952838897705,0.0479654073715209,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,355313309.81868285,1960631409,2634791283,2297711362.6,810875755.096635,0,2634791284,2101648261.1,19955.96844611211,508,65160,9639.2,0.4796540737152099,20.848358323205662,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46027,443,1664817428.713226,0.405210018157959,24024.87747685257,24024.87747685257,66,317,78.64858549268385,93.4,2304.977562612749,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.064483639749063,0.0,0.1530079841613769,0.0405210018157959,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,642669719.2338918,123986730,1343366894,733676860.0,641466651.2998731,0,1343366894,599340221.9,19955.96844611211,508,65160,9639.2,0.405210018157959,24.67856062754549,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47680,80,1664817430.010804,0.4006290435791015,25087.40277066914,25087.40277066914,66,441,126.80347874653214,124.7,3112.605089385608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0627791618703542,0.0,0.1459369659423828,0.0400629043579101,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,566117158.5961908,642595702,1716727757,1179661746.1,662173792.6473916,0,1716727758,1115402215.3,19955.96844611211,508,65160,9639.2,0.4006290435791015,24.960746506700943,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46030,443,1664817430.294613,0.4054632186889648,24026.45861568265,24026.45861568265,66,317,78.64858549268385,93.4,2303.538168073592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0642436896544858,0.0,0.1457171440124511,0.0405463218688964,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,892479230.4659315,1365673556,3059033942,2212353797.0,1075512552.5530908,0,3059033942,1906450454.1,19955.96844611211,508,65160,9639.2,0.4054632186889648,24.663149551109115,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.234,13.225.196.108,34628,443,1664817430.819406,258.6203489303589,17334.958918736607,17334.958918736604,60,2922,560.4877722637157,286.8333333333333,39.9272526029287,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.3888888888888889,0.0555555555555555,0.0555555555555555,0.0555555555555555,39.98740707291714,0.0,239.7614939212799,7.183898581398858,36,92.6857294541314,64.0,247.0,155.38888888888889,0.0,2.0,2.0,2.0,0.0,2,2,2.0,958389155.4119664,2310094505,4200068622,3255083528.388889,1288068325.0422616,0,4200068598,2957577064.9722223,15050.043617402387,0,65535,4415.5,258.6203489303589,0.1392001833919652,560.6589122389975,0,2856,220.38888888888889,TCP,Web
192.168.137.41,157.249.81.141,47683,80,1664817431.58604,0.3970429897308349,25088.983909499228,25088.983909499228,66,441,126.80347874653214,124.7,3140.717837243195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0630277168812839,0.0,0.1459949016571045,0.0397042989730834,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,734796263.2339904,1502673635,2896851825,2199762656.6,964548123.6901636,0,2896851825,1910077551.2,19955.96844611211,508,65160,9639.2,0.3970429897308349,25.18618955287245,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46033,443,1664817431.868809,0.4202229976654053,24028.03975451273,24028.03975451273,66,317,78.64858549268385,93.4,2222.6294257785485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0670600263098615,0.0,0.1665270328521728,0.0420222997665405,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1891826229.0356448,40858972,3630346971,1835603019.5,1857161741.4230344,0,3630346971,1472568373.7,19955.96844611211,508,65160,9639.2,0.4202229976654053,23.796888926965185,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,109.95.152.66,58590,443,1664817432.184627,0.3877449035644531,29168.356695742485,29168.356695742485,60,2962,720.5217721783338,375.72222222222223,17441.87979733386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2777777777777778,0.1666666666666666,0.1111111111111111,0.0555555555555555,0.0477483539274784,0.0,0.1399049758911132,0.0215413835313585,18,6.2426427284679775,51.0,64.0,59.16666666666666,0.0,2.0,2.0,2.0,0.0,2,2,2.0,986744428.2742037,362238317,2329312352,1127210747.3333333,1068956956.908702,0,2329311930,1176119560.9444444,7128.775690795244,0,28960,4844.555555555556,0.3877449035644531,46.42227359929165,720.6147089974846,0,2896,309.5,TCP,Web
192.168.137.41,109.95.152.66,58591,443,1664817432.390993,0.3896138668060303,29168.85832706819,29168.858327068185,60,2714,690.5824315541498,375.72222222222223,17358.211748061236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2777777777777778,0.1666666666666666,0.1111111111111111,0.0555555555555555,0.0480448298490345,0.0,0.1395049095153808,0.0216452148225572,18,6.2426427284679775,51.0,64.0,59.16666666666666,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1785514835.812705,236724235,3796143092,2411925403.9444447,1819877941.9973776,0,3796143092,1581489849.7222223,7128.775690795244,0,28960,4844.555555555556,0.3896138668060303,46.19958767782082,690.6793969793545,0,2648,309.5,TCP,Web
192.168.137.178,192.168.137.4,44668,80,1664817432.453545,7.9457619190216064,23135.577171899626,23135.577171899626,66,1514,419.6395278490021,244.0,399.2065244751986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,1.5392277745476202,0.0,5.001252889633179,0.6112124553093543,13,0.0,64.0,64.0,64.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1144968833.117551,881523320,3088163704,1899972506.4615383,1233029053.9525957,0,3088163704,1832163197.3076923,24108.87535955512,501,65160,10379.46153846154,7.9457619190216064,1.636092313422945,420.1900668836572,0,1448,176.76923076923077,TCP,Web
192.168.137.41,157.249.81.141,47689,80,1664817433.182276,0.3981740474700928,25092.1461871594,25092.1461871594,66,441,126.80347874653214,124.7,3131.7962783439907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0632797239772608,0.0,0.1463489532470703,0.0398174047470092,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,79495410.38101786,3476623585,3627455790,3552039704.1,1128395287.7690918,0,3627455791,3204377385.0,19955.96844611211,508,65160,9639.2,0.3981740474700928,25.11464537565349,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46039,443,1664817433.462871,0.3983778953552246,24031.202032172907,24031.202032172907,66,317,78.64858549268385,93.4,2344.5075916352566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0631824901394365,0.0,0.1465218067169189,0.0398377895355224,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1292467248.2583494,1803430554,4255714892,3029572649.5,1577054058.5412502,0,4255714893,2849229644.5,19955.96844611211,508,65160,9639.2,0.3983778953552246,25.1017943429899,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47693,80,1664817434.756888,0.3984360694885254,25094.254372266176,25094.254372266176,66,441,126.80347874653214,124.7,3129.7367269002048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0632501088616077,0.0,0.1466851234436035,0.0398436069488525,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,45333190.21071336,1568313135,1654327121,1611320054.6,509827751.42583627,0,1654327121,1445887419.6,19955.96844611211,508,65160,9639.2,0.3984360694885254,25.09812932558304,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46043,443,1664817435.038111,0.3974239826202392,24033.310217279683,24033.310217279683,66,317,78.64858549268385,93.4,2350.134971327306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0630649416226279,0.0,0.1462080478668213,0.0397423982620239,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,233418706.91205767,1016661824,1459542836,1238102256.5,455931301.63394886,0,1459542837,1136436124.5,19955.96844611211,508,65160,9639.2,0.3974239826202392,25.162044660891933,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47696,80,1664817436.334712,0.3951840400695801,25095.83551109626,25095.83551109626,66,441,126.80347874653214,124.7,3155.4918052369744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0623315603566364,0.0,0.1432290077209472,0.039518404006958,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,639545107.2521273,1806376946,3019828738,2413102858.6,989377549.7976706,0,3019828739,2232465203.4,19955.96844611211,508,65160,9639.2,0.3951840400695801,25.30466563943043,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46046,443,1664817436.61336,0.3974530696868896,24034.89135610977,24034.89135610977,66,317,78.64858549268385,93.4,2349.9629798702967,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0630565612652581,0.0,0.1461060047149658,0.0397453069686889,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1670117059.6719396,20977662,3189802089,1605389923.5,1638191714.9834218,0,3189802089,1286409765.9,19955.96844611211,508,65160,9639.2,0.3974530696868896,25.160203210602752,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.252,13.225.195.54,41140,443,1664817437.899613,0.8565020561218262,20674.09667410701,20674.09667410701,66,2922,608.1613451825045,296.6875,11084.620208605318,0.0,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.375,0.0,0.0625,0.0625,0.0586670048314974,0.0,0.292726993560791,0.026765689253807,32,92.86926620168111,64.0,247.0,155.40625,0.0,2.0,2.0,2.0,0.0,2,2,2.0,863352920.778785,143216530,1842733311,992977081.65625,868257745.4031256,0,1842733312,988501271.375,12387.503658693837,131,65535,3596.40625,0.8565020561218262,37.36126465929747,608.6382440307001,0,2856,229.4375,TCP,Web
192.168.137.41,157.249.81.141,47699,80,1664817437.941267,0.3959290981292724,25097.41664992634,25097.41664992634,66,441,126.80347874653214,124.7,3149.5538112554927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0628808540617032,0.0,0.1456758975982666,0.0395929098129272,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1407103878.758209,819908195,3489700397,2154804222.6,1470559416.552374,0,3489700397,1805834260.0,19955.96844611211,508,65160,9639.2,0.3959290981292724,25.257047403813093,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46049,443,1664817438.220555,0.3980259895324707,24036.47249493985,24036.47249493985,66,317,78.64858549268385,93.4,2346.580435858209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0631857356353954,0.0,0.1464219093322754,0.039802598953247,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,391912418.9959263,2591701291,3335302978,2963502061.0,1019519267.3395607,0,3335302979,2704331982.3,19955.96844611211,508,65160,9639.2,0.3980259895324707,25.123987535955127,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47702,80,1664817439.513277,0.4031789302825928,25098.997788756427,25098.997788756427,66,441,126.80347874653214,124.7,3092.91956086585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.06399042012447,0.0,0.1459720134735107,0.0403178930282592,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,21255234.957727008,2714081536,2754410814,2734246101.6,864168432.9408579,0,2754410814,2458805097.3,19955.96844611211,508,65160,9639.2,0.4031789302825928,24.80288340710385,127.55691540119128,0,375,57.1,TCP,Web
